Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Norte;Acre;Feminino;18 a 21;AB-Condutor Moto/Carro;2.069
Norte;Acre;Feminino;18 a 21;B-Condutor Carro;687
Norte;Acre;Feminino;22 a 25;A-Condutor Moto;1.791
Norte;Acre;Feminino;22 a 25;AB-Condutor Moto/Carro;5.198
Norte;Acre;Feminino;22 a 25;AC-Condutor Moto/Caminhão;1
Norte;Acre;Feminino;22 a 25;AD-Condutor Moto/Ônibus;3
Norte;Acre;Feminino;22 a 25;B-Condutor Carro;1.739
Norte;Acre;Feminino;26 a 30;A-Condutor Moto;3.269
Norte;Acre;Feminino;26 a 30;AB-Condutor Moto/Carro;7.877
Norte;Acre;Feminino;26 a 30;AC-Condutor Moto/Caminhão;3
Norte;Acre;Feminino;26 a 30;AD-Condutor Moto/Ônibus;48
Norte;Acre;Feminino;26 a 30;AE-Condutor Moto/Carreta;1
Norte;Acre;Feminino;26 a 30;B-Condutor Carro;2.622
Norte;Acre;Feminino;26 a 30;D-Condutor Ônibus;4
Norte;Acre;Feminino;31 a 40;A-Condutor Moto;6.672
Norte;Acre;Feminino;31 a 40;AB-Condutor Moto/Carro;16.226
Norte;Acre;Feminino;31 a 40;AC-Condutor Moto/Caminhão;4
Norte;Acre;Feminino;31 a 40;AD-Condutor Moto/Ônibus;171
Norte;Acre;Feminino;31 a 40;AE-Condutor Moto/Carreta;15
Norte;Acre;Feminino;31 a 40;B-Condutor Carro;6.570
Norte;Acre;Feminino;31 a 40;C-Condutor Caminhão;1
Norte;Acre;Feminino;31 a 40;D-Condutor Ônibus;19
Norte;Acre;Feminino;41 a 50;A-Condutor Moto;3.585
Norte;Acre;Feminino;41 a 50;AB-Condutor Moto/Carro;8.186
Norte;Acre;Feminino;41 a 50;AC-Condutor Moto/Caminhão;27
Norte;Acre;Feminino;41 a 50;AD-Condutor Moto/Ônibus;129
Norte;Acre;Feminino;41 a 50;AE-Condutor Moto/Carreta;10
Norte;Acre;Feminino;41 a 50;B-Condutor Carro;6.176
Norte;Acre;Feminino;41 a 50;C-Condutor Caminhão;4
Norte;Acre;Feminino;41 a 50;D-Condutor Ônibus;39
Norte;Acre;Feminino;41 a 50;E-Condutor Carreta;1
Norte;Acre;Feminino;41 a 50;X-Condutor Ciclomotor;2
Norte;Acre;Feminino;51 a 60;A-Condutor Moto;889
Norte;Acre;Feminino;51 a 60;AB-Condutor Moto/Carro;2.866
Norte;Acre;Feminino;51 a 60;AC-Condutor Moto/Caminhão;32
Norte;Acre;Feminino;51 a 60;AD-Condutor Moto/Ônibus;32
Norte;Acre;Feminino;51 a 60;AE-Condutor Moto/Carreta;5
Norte;Acre;Feminino;51 a 60;B-Condutor Carro;4.552
Norte;Acre;Feminino;51 a 60;C-Condutor Caminhão;9
Norte;Acre;Feminino;51 a 60;D-Condutor Ônibus;22
Norte;Acre;Feminino;51 a 60;E-Condutor Carreta;4
Norte;Acre;Feminino;61 a 70;A-Condutor Moto;120
Norte;Acre;Feminino;61 a 70;AB-Condutor Moto/Carro;674
Norte;Acre;Feminino;61 a 70;AC-Condutor Moto/Caminhão;15
Norte;Acre;Feminino;61 a 70;AD-Condutor Moto/Ônibus;1
Norte;Acre;Feminino;61 a 70;B-Condutor Carro;2.413
Norte;Acre;Feminino;61 a 70;C-Condutor Caminhão;12
Norte;Acre;Feminino;61 a 70;D-Condutor Ônibus;10
Norte;Acre;Feminino;61 a 70;X-Condutor Ciclomotor;1
Norte;Acre;Feminino;71 a 80;A-Condutor Moto;9
Norte;Acre;Feminino;71 a 80;AB-Condutor Moto/Carro;87
Norte;Acre;Feminino;71 a 80;AC-Condutor Moto/Caminhão;1
Norte;Acre;Feminino;71 a 80;B-Condutor Carro;681
Norte;Acre;Feminino;71 a 80;C-Condutor Caminhão;3
Norte;Acre;Feminino;71 a 80;D-Condutor Ônibus;1
Norte;Acre;Feminino;81 a 90;AB-Condutor Moto/Carro;6
Norte;Acre;Feminino;81 a 90;B-Condutor Carro;121
Norte;Acre;Feminino;81 a 90;D-Condutor Ônibus;1
Norte;Acre;Feminino;91 a 100;B-Condutor Carro;7
Norte;Amazonas;Masculino;18 a 21;A-Condutor Moto;734
Norte;Amazonas;Masculino;18 a 21;AB-Condutor Moto/Carro;5.472
Norte;Amazonas;Masculino;18 a 21;AC-Condutor Moto/Caminhão;2
Norte;Amazonas;Masculino;18 a 21;AD-Condutor Moto/Ônibus;20
Norte;Amazonas;Masculino;18 a 21;B-Condutor Carro;5.520
Norte;Amazonas;Masculino;18 a 21;C-Condutor Caminhão;1
Norte;Amazonas;Masculino;18 a 21;D-Condutor Ônibus;6
Norte;Amazonas;Masculino;22 a 25;A-Condutor Moto;3.289
Norte;Amazonas;Masculino;22 a 25;AB-Condutor Moto/Carro;14.712
Norte;Amazonas;Masculino;22 a 25;AC-Condutor Moto/Caminhão;5
Norte;Amazonas;Masculino;22 a 25;AD-Condutor Moto/Ônibus;935
Norte;Amazonas;Masculino;22 a 25;AE-Condutor Moto/Carreta;51
Norte;Amazonas;Masculino;22 a 25;B-Condutor Carro;13.773
Norte;Amazonas;Masculino;22 a 25;C-Condutor Caminhão;1
Norte;Amazonas;Masculino;22 a 25;D-Condutor Ônibus;218
Norte;Amazonas;Masculino;22 a 25;E-Condutor Carreta;14
Norte;Amazonas;Masculino;26 a 30;A-Condutor Moto;6.093
Norte;Amazonas;Masculino;26 a 30;AB-Condutor Moto/Carro;24.160
Norte;Amazonas;Masculino;26 a 30;AC-Condutor Moto/Caminhão;20
Norte;Amazonas;Masculino;26 a 30;AD-Condutor Moto/Ônibus;3.454
Norte;Amazonas;Masculino;26 a 30;AE-Condutor Moto/Carreta;491
Norte;Amazonas;Masculino;26 a 30;B-Condutor Carro;20.459
Norte;Amazonas;Masculino;26 a 30;C-Condutor Caminhão;11
Norte;Amazonas;Masculino;26 a 30;D-Condutor Ônibus;1.040
Norte;Amazonas;Masculino;26 a 30;E-Condutor Carreta;104
Norte;Amazonas;Masculino;31 a 40;A-Condutor Moto;13.044
Norte;Amazonas;Masculino;31 a 40;AB-Condutor Moto/Carro;53.208
Norte;Amazonas;Masculino;31 a 40;AC-Condutor Moto/Caminhão;105
Norte;Amazonas;Masculino;31 a 40;AD-Condutor Moto/Ônibus;13.086
Norte;Amazonas;Masculino;31 a 40;AE-Condutor Moto/Carreta;2.640
Norte;Amazonas;Masculino;31 a 40;B-Condutor Carro;46.728
Norte;Amazonas;Masculino;31 a 40;C-Condutor Caminhão;50
Norte;Amazonas;Masculino;31 a 40;D-Condutor Ônibus;4.940
Norte;Amazonas;Masculino;31 a 40;E-Condutor Carreta;811
Norte;Amazonas;Masculino;41 a 50;A-Condutor Moto;8.191
Norte;Amazonas;Masculino;41 a 50;AB-Condutor Moto/Carro;32.700
Norte;Amazonas;Masculino;41 a 50;AC-Condutor Moto/Caminhão;947
Norte;Amazonas;Masculino;41 a 50;AD-Condutor Moto/Ônibus;10.117
Norte;Amazonas;Masculino;41 a 50;AE-Condutor Moto/Carreta;2.303
Norte;Amazonas;Masculino;41 a 50;B-Condutor Carro;43.421
Norte;Amazonas;Masculino;41 a 50;C-Condutor Caminhão;938
Norte;Amazonas;Masculino;41 a 50;D-Condutor Ônibus;7.500
Norte;Amazonas;Masculino;41 a 50;E-Condutor Carreta;1.332
Norte;Amazonas;Masculino;51 a 60;A-Condutor Moto;3.409
Norte;Amazonas;Masculino;51 a 60;AB-Condutor Moto/Carro;13.829
Norte;Amazonas;Masculino;51 a 60;AC-Condutor Moto/Caminhão;2.053
Norte;Amazonas;Masculino;51 a 60;AD-Condutor Moto/Ônibus;4.712
Norte;Amazonas;Masculino;51 a 60;AE-Condutor Moto/Carreta;1.077
Norte;Amazonas;Masculino;51 a 60;B-Condutor Carro;31.941
Norte;Amazonas;Masculino;51 a 60;C-Condutor Caminhão;3.184
Norte;Amazonas;Masculino;51 a 60;D-Condutor Ônibus;7.069
Norte;Amazonas;Masculino;51 a 60;E-Condutor Carreta;1.176
Norte;Amazonas;Masculino;61 a 70;A-Condutor Moto;982
Norte;Amazonas;Masculino;61 a 70;AB-Condutor Moto/Carro;5.301
Norte;Amazonas;Masculino;61 a 70;AC-Condutor Moto/Caminhão;1.056
Norte;Amazonas;Masculino;61 a 70;AD-Condutor Moto/Ônibus;2.079
Norte;Amazonas;Masculino;61 a 70;AE-Condutor Moto/Carreta;385
Norte;Amazonas;Masculino;61 a 70;B-Condutor Carro;20.742
Norte;Amazonas;Masculino;61 a 70;C-Condutor Caminhão;2.679
Norte;Amazonas;Masculino;61 a 70;D-Condutor Ônibus;5.233
Norte;Amazonas;Masculino;61 a 70;E-Condutor Carreta;695
Norte;Amazonas;Masculino;61 a 70;XC-Condutor Ciclomotor/Caminhão;1
Norte;Amazonas;Masculino;71 a 80;A-Condutor Moto;180
Norte;Amazonas;Masculino;71 a 80;AB-Condutor Moto/Carro;1.729
Norte;Amazonas;Masculino;71 a 80;AC-Condutor Moto/Caminhão;264
Norte;Amazonas;Masculino;71 a 80;AD-Condutor Moto/Ônibus;295
Norte;Amazonas;Masculino;71 a 80;AE-Condutor Moto/Carreta;38
Norte;Amazonas;Masculino;71 a 80;B-Condutor Carro;9.336
Norte;Amazonas;Masculino;71 a 80;C-Condutor Caminhão;1.342
Norte;Amazonas;Masculino;71 a 80;D-Condutor Ônibus;1.362
Norte;Amazonas;Masculino;71 a 80;E-Condutor Carreta;130
Norte;Amazonas;Masculino;81 a 90;A-Condutor Moto;35
Norte;Amazonas;Masculino;81 a 90;AB-Condutor Moto/Carro;270
Norte;Amazonas;Masculino;81 a 90;AC-Condutor Moto/Caminhão;62
Norte;Amazonas;Masculino;81 a 90;AD-Condutor Moto/Ônibus;27
Norte;Amazonas;Masculino;81 a 90;AE-Condutor Moto/Carreta;1
Norte;Amazonas;Masculino;81 a 90;B-Condutor Carro;2.969
Norte;Amazonas;Masculino;81 a 90;C-Condutor Caminhão;805
Norte;Amazonas;Masculino;81 a 90;D-Condutor Ônibus;234
Norte;Amazonas;Masculino;81 a 90;E-Condutor Carreta;15
Norte;Amazonas;Masculino;91 a 100;A-Condutor Moto;7
Norte;Amazonas;Masculino;91 a 100;AB-Condutor Moto/Carro;33
Norte;Amazonas;Masculino;91 a 100;AC-Condutor Moto/Caminhão;11
Norte;Amazonas;Masculino;91 a 100;AD-Condutor Moto/Ônibus;1
Norte;Amazonas;Masculino;91 a 100;B-Condutor Carro;675
Norte;Amazonas;Masculino;91 a 100;C-Condutor Caminhão;172
Norte;Amazonas;Masculino;91 a 100;D-Condutor Ônibus;9
Norte;Amazonas;Masculino;91 a 100;E-Condutor Carreta;1
Norte;Amazonas;Masculino;101 a 120;A-Condutor Moto;1
Norte;Amazonas;Masculino;101 a 120;AB-Condutor Moto/Carro;1
Norte;Amazonas;Masculino;101 a 120;AC-Condutor Moto/Caminhão;1
Norte;Amazonas;Masculino;101 a 120;B-Condutor Carro;44
Norte;Amazonas;Masculino;101 a 120;C-Condutor Caminhão;8
Norte;Amazonas;Masculino;101 a 120;D-Condutor Ônibus;1
Norte;Amazonas;Feminino;18 a 21;A-Condutor Moto;136
Norte;Amazonas;Feminino;18 a 21;AB-Condutor Moto/Carro;1.046
Norte;Amazonas;Feminino;18 a 21;B-Condutor Carro;4.317
Norte;Amazonas;Feminino;22 a 25;A-Condutor Moto;572
Norte;Amazonas;Feminino;22 a 25;AB-Condutor Moto/Carro;3.109
Norte;Amazonas;Feminino;22 a 25;AD-Condutor Moto/Ônibus;15
Norte;Amazonas;Feminino;22 a 25;B-Condutor Carro;11.671
Norte;Amazonas;Feminino;22 a 25;D-Condutor Ônibus;4
Norte;Amazonas;Feminino;26 a 30;A-Condutor Moto;1.293
Norte;Amazonas;Feminino;26 a 30;AB-Condutor Moto/Carro;6.067
Norte;Amazonas;Feminino;26 a 30;AD-Condutor Moto/Ônibus;98
Norte;Amazonas;Feminino;26 a 30;AE-Condutor Moto/Carreta;4
Norte;Amazonas;Feminino;26 a 30;B-Condutor Carro;20.426
Norte;Amazonas;Feminino;26 a 30;D-Condutor Ônibus;59
Norte;Amazonas;Feminino;26 a 30;E-Condutor Carreta;1
Norte;Amazonas;Feminino;31 a 40;A-Condutor Moto;3.367
Norte;Amazonas;Feminino;31 a 40;AB-Condutor Moto/Carro;13.449
Norte;Amazonas;Feminino;31 a 40;AC-Condutor Moto/Caminhão;2
Norte;Amazonas;Feminino;31 a 40;AD-Condutor Moto/Ônibus;426
Norte;Amazonas;Feminino;31 a 40;AE-Condutor Moto/Carreta;31
Norte;Amazonas;Feminino;31 a 40;B-Condutor Carro;51.284
Norte;Amazonas;Feminino;31 a 40;C-Condutor Caminhão;3
Norte;Amazonas;Feminino;31 a 40;D-Condutor Ônibus;327
Norte;Amazonas;Feminino;31 a 40;E-Condutor Carreta;14
Norte;Amazonas;Feminino;41 a 50;A-Condutor Moto;2.159
Norte;Amazonas;Feminino;41 a 50;AB-Condutor Moto/Carro;6.305
Norte;Amazonas;Feminino;41 a 50;AC-Condutor Moto/Caminhão;19
Norte;Amazonas;Feminino;41 a 50;AD-Condutor Moto/Ônibus;295
Norte;Amazonas;Feminino;41 a 50;AE-Condutor Moto/Carreta;34
Norte;Amazonas;Feminino;41 a 50;B-Condutor Carro;38.979
Norte;Amazonas;Feminino;41 a 50;C-Condutor Caminhão;27
Norte;Amazonas;Feminino;41 a 50;D-Condutor Ônibus;450
Norte;Amazonas;Feminino;41 a 50;E-Condutor Carreta;14
Norte;Amazonas;Feminino;51 a 60;A-Condutor Moto;856
Norte;Amazonas;Feminino;51 a 60;AB-Condutor Moto/Carro;1.926
Norte;Amazonas;Feminino;51 a 60;AC-Condutor Moto/Caminhão;29
Norte;Amazonas;Feminino;51 a 60;AD-Condutor Moto/Ônibus;101
Norte;Amazonas;Feminino;51 a 60;AE-Condutor Moto/Carreta;12
Norte;Amazonas;Feminino;51 a 60;B-Condutor Carro;22.099
Norte;Amazonas;Feminino;51 a 60;C-Condutor Caminhão;54
Norte;Amazonas;Feminino;51 a 60;D-Condutor Ônibus;223
Norte;Amazonas;Feminino;51 a 60;E-Condutor Carreta;10
Norte;Amazonas;Feminino;61 a 70;A-Condutor Moto;256
Norte;Amazonas;Feminino;61 a 70;AB-Condutor Moto/Carro;549
Norte;Amazonas;Feminino;61 a 70;AC-Condutor Moto/Caminhão;13
Norte;Amazonas;Feminino;61 a 70;AD-Condutor Moto/Ônibus;19
Norte;Amazonas;Feminino;61 a 70;AE-Condutor Moto/Carreta;3
Norte;Amazonas;Feminino;61 a 70;B-Condutor Carro;11.284
Norte;Amazonas;Feminino;61 a 70;C-Condutor Caminhão;37
Norte;Amazonas;Feminino;61 a 70;D-Condutor Ônibus;82
Norte;Amazonas;Feminino;61 a 70;E-Condutor Carreta;3
Norte;Amazonas;Feminino;71 a 80;A-Condutor Moto;31
Norte;Amazonas;Feminino;71 a 80;AB-Condutor Moto/Carro;74
Norte;Amazonas;Feminino;71 a 80;AC-Condutor Moto/Caminhão;2
Norte;Amazonas;Feminino;71 a 80;AD-Condutor Moto/Ônibus;2
Norte;Amazonas;Feminino;71 a 80;B-Condutor Carro;3.706
Norte;Amazonas;Feminino;71 a 80;C-Condutor Caminhão;5
Norte;Amazonas;Feminino;71 a 80;D-Condutor Ônibus;9
Norte;Amazonas;Feminino;81 a 90;A-Condutor Moto;1
Norte;Amazonas;Feminino;81 a 90;AB-Condutor Moto/Carro;8
Norte;Amazonas;Feminino;81 a 90;AD-Condutor Moto/Ônibus;1
Norte;Amazonas;Feminino;81 a 90;B-Condutor Carro;720
Norte;Amazonas;Feminino;81 a 90;C-Condutor Caminhão;2
Norte;Amazonas;Feminino;91 a 100;B-Condutor Carro;90
Norte;Amazonas;Feminino;101 a 120;B-Condutor Carro;1
Norte;Amapá;Masculino;18 a 21;A-Condutor Moto;130
Norte;Amapá;Masculino;18 a 21;AB-Condutor Moto/Carro;909
Norte;Amapá;Masculino;18 a 21;B-Condutor Carro;753
Norte;Amapá;Masculino;22 a 25;A-Condutor Moto;879
Norte;Amapá;Masculino;22 a 25;AB-Condutor Moto/Carro;3.634
Norte;Amapá;Masculino;22 a 25;AC-Condutor Moto/Caminhão;1
Norte;Amapá;Masculino;22 a 25;AD-Condutor Moto/Ônibus;133
Norte;Amapá;Masculino;22 a 25;AE-Condutor Moto/Carreta;4
Norte;Amapá;Masculino;22 a 25;B-Condutor Carro;2.873
Norte;Amapá;Masculino;22 a 25;D-Condutor Ônibus;39
Norte;Amapá;Masculino;26 a 30;A-Condutor Moto;2.034
Norte;Amapá;Masculino;26 a 30;AB-Condutor Moto/Carro;5.985
Norte;Amapá;Masculino;26 a 30;AC-Condutor Moto/Caminhão;4
Norte;Amapá;Masculino;26 a 30;AD-Condutor Moto/Ônibus;628
Norte;Amapá;Masculino;26 a 30;AE-Condutor Moto/Carreta;59
Norte;Amapá;Masculino;26 a 30;B-Condutor Carro;4.417
Norte;Amapá;Masculino;26 a 30;D-Condutor Ônibus;230
Norte;Amapá;Masculino;26 a 30;E-Condutor Carreta;17
Norte;Amapá;Masculino;31 a 40;A-Condutor Moto;4.394
Norte;Amapá;Masculino;31 a 40;AB-Condutor Moto/Carro;16.001
Norte;Amapá;Masculino;31 a 40;AC-Condutor Moto/Caminhão;103
Norte;Amapá;Masculino;31 a 40;AD-Condutor Moto/Ônibus;3.734
Norte;Amapá;Masculino;31 a 40;AE-Condutor Moto/Carreta;692
Norte;Amapá;Masculino;31 a 40;B-Condutor Carro;7.849
Norte;Amapá;Masculino;31 a 40;C-Condutor Caminhão;16
Norte;Amapá;Masculino;31 a 40;D-Condutor Ônibus;882
Norte;Amapá;Masculino;31 a 40;E-Condutor Carreta;65
Norte;Amapá;Masculino;41 a 50;A-Condutor Moto;2.086
Norte;Amapá;Masculino;41 a 50;AB-Condutor Moto/Carro;10.928
Norte;Amapá;Masculino;41 a 50;AC-Condutor Moto/Caminhão;722
Norte;Amapá;Masculino;41 a 50;AD-Condutor Moto/Ônibus;3.874
Norte;Amapá;Masculino;41 a 50;AE-Condutor Moto/Carreta;830
Norte;Amapá;Masculino;41 a 50;B-Condutor Carro;6.970
Norte;Amapá;Masculino;41 a 50;C-Condutor Caminhão;308
Norte;Amapá;Masculino;41 a 50;D-Condutor Ônibus;1.190
Norte;Amapá;Masculino;41 a 50;E-Condutor Carreta;164
Norte;Amapá;Masculino;51 a 60;A-Condutor Moto;709
Norte;Amapá;Masculino;51 a 60;AB-Condutor Moto/Carro;4.996
Norte;Amapá;Masculino;51 a 60;AC-Condutor Moto/Caminhão;684
Norte;Amapá;Masculino;51 a 60;AD-Condutor Moto/Ônibus;2.627
Norte;Amapá;Masculino;51 a 60;AE-Condutor Moto/Carreta;542
Norte;Amapá;Masculino;51 a 60;B-Condutor Carro;4.847
Norte;Amapá;Masculino;51 a 60;C-Condutor Caminhão;665
Norte;Amapá;Masculino;51 a 60;D-Condutor Ônibus;1.658
Norte;Amapá;Masculino;51 a 60;E-Condutor Carreta;281
Norte;Amapá;Masculino;61 a 70;A-Condutor Moto;200
Norte;Amapá;Masculino;61 a 70;AB-Condutor Moto/Carro;1.599
Norte;Amapá;Masculino;61 a 70;AC-Condutor Moto/Caminhão;320
Norte;Amapá;Masculino;61 a 70;AD-Condutor Moto/Ônibus;954
Norte;Amapá;Masculino;61 a 70;AE-Condutor Moto/Carreta;274
Norte;Amapá;Masculino;61 a 70;B-Condutor Carro;3.350
Norte;Amapá;Masculino;61 a 70;C-Condutor Caminhão;632
Norte;Amapá;Masculino;61 a 70;D-Condutor Ônibus;1.416
Norte;Amapá;Masculino;61 a 70;E-Condutor Carreta;258
Norte;Amapá;Masculino;71 a 80;A-Condutor Moto;31
Norte;Amapá;Masculino;71 a 80;AB-Condutor Moto/Carro;384
Norte;Amapá;Masculino;71 a 80;AC-Condutor Moto/Caminhão;83
Norte;Amapá;Masculino;71 a 80;AD-Condutor Moto/Ônibus;166
Norte;Amapá;Masculino;71 a 80;AE-Condutor Moto/Carreta;21
Norte;Amapá;Masculino;71 a 80;B-Condutor Carro;1.554
Norte;Amapá;Masculino;71 a 80;C-Condutor Caminhão;316
Norte;Amapá;Masculino;71 a 80;D-Condutor Ônibus;383
Norte;Amapá;Masculino;71 a 80;E-Condutor Carreta;47
Norte;Amapá;Masculino;81 a 90;A-Condutor Moto;2
Norte;Amapá;Masculino;81 a 90;AB-Condutor Moto/Carro;51
Norte;Amapá;Masculino;81 a 90;AC-Condutor Moto/Caminhão;17
Norte;Amapá;Masculino;81 a 90;AD-Condutor Moto/Ônibus;21
Norte;Amapá;Masculino;81 a 90;AE-Condutor Moto/Carreta;3
Norte;Amapá;Masculino;81 a 90;B-Condutor Carro;427
Norte;Amapá;Masculino;81 a 90;C-Condutor Caminhão;175
Norte;Amapá;Masculino;81 a 90;D-Condutor Ônibus;109
Norte;Amapá;Masculino;81 a 90;E-Condutor Carreta;7
Norte;Amapá;Masculino;91 a 100;AB-Condutor Moto/Carro;6
Norte;Amapá;Masculino;91 a 100;AC-Condutor Moto/Caminhão;2
Norte;Amapá;Masculino;91 a 100;AD-Condutor Moto/Ônibus;2
Norte;Amapá;Masculino;91 a 100;B-Condutor Carro;60
Norte;Amapá;Masculino;91 a 100;C-Condutor Caminhão;26
Norte;Amapá;Masculino;91 a 100;D-Condutor Ônibus;9
Norte;Amapá;Masculino;101 a 120;AC-Condutor Moto/Caminhão;1
Norte;Amapá;Masculino;101 a 120;B-Condutor Carro;2
Norte;Amapá;Masculino;101 a 120;C-Condutor Caminhão;2
Norte;Amapá;Feminino;18 a 21;A-Condutor Moto;28
Norte;Amapá;Feminino;18 a 21;AB-Condutor Moto/Carro;150
Norte;Amapá;Feminino;18 a 21;B-Condutor Carro;474
Norte;Amapá;Feminino;22 a 25;A-Condutor Moto;197
Norte;Amapá;Feminino;22 a 25;AB-Condutor Moto/Carro;771
Norte;Amapá;Feminino;22 a 25;AD-Condutor Moto/Ônibus;3
Norte;Amapá;Feminino;22 a 25;B-Condutor Carro;2.137
Norte;Amapá;Feminino;22 a 25;D-Condutor Ônibus;1
Norte;Amapá;Feminino;26 a 30;A-Condutor Moto;574
Norte;Amapá;Feminino;26 a 30;AB-Condutor Moto/Carro;1.644
Norte;Amapá;Feminino;26 a 30;AD-Condutor Moto/Ônibus;15
Norte;Amapá;Feminino;26 a 30;AE-Condutor Moto/Carreta;1
Norte;Amapá;Feminino;26 a 30;B-Condutor Carro;3.814
Norte;Amapá;Feminino;26 a 30;D-Condutor Ônibus;4
Norte;Amapá;Feminino;31 a 40;A-Condutor Moto;1.589
Norte;Amapá;Feminino;31 a 40;AB-Condutor Moto/Carro;5.352
Norte;Amapá;Feminino;31 a 40;AC-Condutor Moto/Caminhão;2
Norte;Amapá;Feminino;31 a 40;AD-Condutor Moto/Ônibus;67
Norte;Amapá;Feminino;31 a 40;AE-Condutor Moto/Carreta;6
Norte;Amapá;Feminino;31 a 40;B-Condutor Carro;9.863
Norte;Amapá;Feminino;31 a 40;D-Condutor Ônibus;30
Norte;Amapá;Feminino;31 a 40;E-Condutor Carreta;1
Norte;Amapá;Feminino;41 a 50;A-Condutor Moto;860
Norte;Amapá;Feminino;41 a 50;AB-Condutor Moto/Carro;3.548
Norte;Amapá;Feminino;41 a 50;AC-Condutor Moto/Caminhão;48
Norte;Amapá;Feminino;41 a 50;AD-Condutor Moto/Ônibus;104
Norte;Amapá;Feminino;41 a 50;AE-Condutor Moto/Carreta;8
Norte;Amapá;Feminino;41 a 50;B-Condutor Carro;8.308
Norte;Amapá;Feminino;41 a 50;C-Condutor Caminhão;13
Norte;Amapá;Feminino;41 a 50;D-Condutor Ônibus;38
Norte;Amapá;Feminino;41 a 50;E-Condutor Carreta;1
Norte;Amapá;Feminino;51 a 60;A-Condutor Moto;229
Norte;Amapá;Feminino;51 a 60;AB-Condutor Moto/Carro;1.341
Norte;Amapá;Feminino;51 a 60;AC-Condutor Moto/Caminhão;39
Norte;Amapá;Feminino;51 a 60;AD-Condutor Moto/Ônibus;53
Norte;Amapá;Feminino;51 a 60;AE-Condutor Moto/Carreta;3
Norte;Amapá;Feminino;51 a 60;B-Condutor Carro;4.975
Norte;Amapá;Feminino;51 a 60;C-Condutor Caminhão;29
Norte;Amapá;Feminino;51 a 60;D-Condutor Ônibus;29
Norte;Amapá;Feminino;61 a 70;A-Condutor Moto;29
Norte;Amapá;Feminino;61 a 70;AB-Condutor Moto/Carro;297
Norte;Amapá;Feminino;61 a 70;AC-Condutor Moto/Caminhão;13
Norte;Amapá;Feminino;61 a 70;AD-Condutor Moto/Ônibus;11
Norte;Amapá;Feminino;61 a 70;B-Condutor Carro;2.366
Norte;Amapá;Feminino;61 a 70;C-Condutor Caminhão;20
Norte;Amapá;Feminino;61 a 70;D-Condutor Ônibus;18
Norte;Amapá;Feminino;71 a 80;A-Condutor Moto;1
Norte;Amapá;Feminino;71 a 80;AB-Condutor Moto/Carro;24
Norte;Amapá;Feminino;71 a 80;AC-Condutor Moto/Caminhão;2
Norte;Amapá;Feminino;71 a 80;AD-Condutor Moto/Ônibus;1
Norte;Amapá;Feminino;71 a 80;B-Condutor Carro;604
Norte;Amapá;Feminino;71 a 80;C-Condutor Caminhão;3
Norte;Amapá;Feminino;71 a 80;D-Condutor Ônibus;3
Norte;Amapá;Feminino;81 a 90;AB-Condutor Moto/Carro;1
Norte;Amapá;Feminino;81 a 90;B-Condutor Carro;78
Norte;Amapá;Feminino;81 a 90;C-Condutor Caminhão;2
Norte;Amapá;Feminino;91 a 100;B-Condutor Carro;2
Norte;Pará;Masculino;18 a 21;A-Condutor Moto;541
Norte;Pará;Masculino;18 a 21;AB-Condutor Moto/Carro;13.625
Norte;Pará;Masculino;18 a 21;AC-Condutor Moto/Caminhão;44
Norte;Pará;Masculino;18 a 21;AD-Condutor Moto/Ônibus;62
Norte;Pará;Masculino;18 a 21;AE-Condutor Moto/Carreta;1
Norte;Pará;Masculino;18 a 21;B-Condutor Carro;2.466
Norte;Pará;Masculino;18 a 21;C-Condutor Caminhão;2
Norte;Pará;Masculino;18 a 21;E-Condutor Carreta;1
Norte;Pará;Masculino;22 a 25;A-Condutor Moto;1.744
Norte;Pará;Masculino;22 a 25;AB-Condutor Moto/Carro;50.905
Norte;Pará;Masculino;22 a 25;AC-Condutor Moto/Caminhão;203
Norte;Pará;Masculino;22 a 25;AD-Condutor Moto/Ônibus;3.853
Norte;Pará;Masculino;22 a 25;AE-Condutor Moto/Carreta;277
Norte;Pará;Masculino;22 a 25;B-Condutor Carro;7.703
Norte;Pará;Masculino;22 a 25;C-Condutor Caminhão;4
Norte;Pará;Masculino;22 a 25;D-Condutor Ônibus;48
Norte;Pará;Masculino;22 a 25;E-Condutor Carreta;7
Norte;Pará;Masculino;26 a 30;A-Condutor Moto;3.150
Norte;Pará;Masculino;26 a 30;AB-Condutor Moto/Carro;85.034
Norte;Pará;Masculino;26 a 30;AC-Condutor Moto/Caminhão;467
Norte;Pará;Masculino;26 a 30;AD-Condutor Moto/Ônibus;16.676
Norte;Pará;Masculino;26 a 30;AE-Condutor Moto/Carreta;2.646
Norte;Pará;Masculino;26 a 30;B-Condutor Carro;11.964
Norte;Pará;Masculino;26 a 30;C-Condutor Caminhão;16
Norte;Pará;Masculino;26 a 30;D-Condutor Ônibus;327
Norte;Pará;Masculino;26 a 30;E-Condutor Carreta;39
Norte;Pará;Masculino;31 a 40;A-Condutor Moto;8.242
Norte;Pará;Masculino;31 a 40;AB-Condutor Moto/Carro;180.694
Norte;Pará;Masculino;31 a 40;AC-Condutor Moto/Caminhão;1.332
Norte;Pará;Masculino;31 a 40;AD-Condutor Moto/Ônibus;58.223
