UF;Cod_Infração;Quantidade
MINAS GERAIS;5614;8
MINAS GERAIS;5622;78
MINAS GERAIS;5630;5
MINAS GERAIS;5657;5
MINAS GERAIS;5665;105
MINAS GERAIS;5673;157
MINAS GERAIS;5681;43
MINAS GERAIS;5690;5
MINAS GERAIS;5703;38
MINAS GERAIS;5720;99
MINAS GERAIS;5738;408
MINAS GERAIS;5746;465
MINAS GERAIS;5770;3
MINAS GERAIS;5797;13
MINAS GERAIS;5800;24
MINAS GERAIS;5819;178
MINAS GERAIS;5827;8
MINAS GERAIS;5835;120
MINAS GERAIS;5843;72
MINAS GERAIS;5851;8
MINAS GERAIS;5860;1
MINAS GERAIS;5878;57
MINAS GERAIS;5894;1
MINAS GERAIS;5908;2
MINAS GERAIS;5924;1
MINAS GERAIS;5932;3
MINAS GERAIS;5940;6
MINAS GERAIS;5959;9
MINAS GERAIS;5967;86
MINAS GERAIS;5991;93
MINAS GERAIS;6009;3
MINAS GERAIS;6017;38
MINAS GERAIS;6025;5
MINAS GERAIS;6033;2
MINAS GERAIS;6041;404
MINAS GERAIS;6050;3835
MINAS GERAIS;6068;217
MINAS GERAIS;6076;26
MINAS GERAIS;6084;8
MINAS GERAIS;6122;135
MINAS GERAIS;6130;12
MINAS GERAIS;6149;1
MINAS GERAIS;6157;6
MINAS GERAIS;6173;7
MINAS GERAIS;6181;10
MINAS GERAIS;6190;2
MINAS GERAIS;6203;1
MINAS GERAIS;6262;1
MINAS GERAIS;6270;38
MINAS GERAIS;6297;2
MINAS GERAIS;6319;2
MINAS GERAIS;6327;1
MINAS GERAIS;6343;1
MINAS GERAIS;6360;2
MINAS GERAIS;6378;2
MINAS GERAIS;6394;6
MINAS GERAIS;6408;5
MINAS GERAIS;6440;7
MINAS GERAIS;6459;1
MINAS GERAIS;6483;8
MINAS GERAIS;6491;7
MINAS GERAIS;6530;619
MINAS GERAIS;6556;10
MINAS GERAIS;6564;12
MINAS GERAIS;6580;11
MINAS GERAIS;6599;80
MINAS GERAIS;6602;24
MINAS GERAIS;6610;15
MINAS GERAIS;6637;42
MINAS GERAIS;6645;47
MINAS GERAIS;6653;7
MINAS GERAIS;6670;15
MINAS GERAIS;6688;3
MINAS GERAIS;6700;29
MINAS GERAIS;6726;34
MINAS GERAIS;6742;2
MINAS GERAIS;6750;13
MINAS GERAIS;6769;61
MINAS GERAIS;6785;6
MINAS GERAIS;6807;1
MINAS GERAIS;6815;1
MINAS GERAIS;6823;8
MINAS GERAIS;6831;9
MINAS GERAIS;6840;1
MINAS GERAIS;6858;27
MINAS GERAIS;6866;30
MINAS GERAIS;6912;44
MINAS GERAIS;6920;68
MINAS GERAIS;6947;4
MINAS GERAIS;6955;1
MINAS GERAIS;6963;1
MINAS GERAIS;6980;4
MINAS GERAIS;7005;1
MINAS GERAIS;7030;50
MINAS GERAIS;7048;27
MINAS GERAIS;7056;75
MINAS GERAIS;7064;31
MINAS GERAIS;7072;4
MINAS GERAIS;7099;11
MINAS GERAIS;7102;16
MINAS GERAIS;7218;22
MINAS GERAIS;7234;86
MINAS GERAIS;7242;180
MINAS GERAIS;7250;1
MINAS GERAIS;7285;2
MINAS GERAIS;7293;8
MINAS GERAIS;7315;9
MINAS GERAIS;7340;50
MINAS GERAIS;7358;2
MINAS GERAIS;7366;493
MINAS GERAIS;7374;6
MINAS GERAIS;7455;29248
MINAS GERAIS;7463;3061
MINAS GERAIS;7471;203
MINAS GERAIS;7552;2
MINAS GERAIS;7579;74
MINAS GERAIS;7587;440
MINAS GERAIS;7617;1
MINAS GERAIS;7625;551
MINAS GERAIS;7633;2267
PARA;5010;7
PARA;5037;1
PARA;5045;2
PARA;5053;2
PARA;5061;1
PARA;5118;1
PARA;5185;30
PARA;5207;1
PARA;5215;1
PARA;5274;1
PARA;5380;4
PARA;5410;3
PARA;5428;2
PARA;5452;23
PARA;5479;6
PARA;5487;7
PARA;5525;1
PARA;5541;11
PARA;5550;19
PARA;5568;9
PARA;5576;2
PARA;5592;1
PARA;5622;2
PARA;5673;4
PARA;5681;16
PARA;5720;1
PARA;5738;3
PARA;5746;19
PARA;5797;2
PARA;5819;8
PARA;5835;8
PARA;5967;2
PARA;6041;6
PARA;6050;98
PARA;6068;4
PARA;6076;1
PARA;6122;3
PARA;6130;1
PARA;6270;1
PARA;6440;1
PARA;6556;2
PARA;6580;1
PARA;6599;6
PARA;6637;3
PARA;6645;4
PARA;6700;13
PARA;6726;2
PARA;6769;4
PARA;6823;1
PARA;6858;1
PARA;6866;13
PARA;6912;2
PARA;7030;8
PARA;7048;7
PARA;7056;1
PARA;7218;2
PARA;7234;1
PARA;7242;15
PARA;7340;1
PARA;7366;6
PARA;7455;173
PARA;7463;37
PARA;7471;2
PARA;7579;4
PARA;7625;1
PARA;7633;17
PARAIBA;5010;6
PARAIBA;5045;2
PARAIBA;5118;1
PARAIBA;5185;422
PARAIBA;5193;19
PARAIBA;5207;7
PARAIBA;5215;12
PARAIBA;5380;26
PARAIBA;5398;3
PARAIBA;5401;26
PARAIBA;5410;4
PARAIBA;5428;1
PARAIBA;5452;385
PARAIBA;5460;25
PARAIBA;5479;51
PARAIBA;5487;316
PARAIBA;5495;1
PARAIBA;5509;27
PARAIBA;5525;10
PARAIBA;5541;450
PARAIBA;5550;808
PARAIBA;5568;219
PARAIBA;5576;2
PARAIBA;5592;1
PARAIBA;5622;7
PARAIBA;5665;2
PARAIBA;5673;873
PARAIBA;5681;19
PARAIBA;5738;102
PARAIBA;5746;8
PARAIBA;5762;1
PARAIBA;5819;48
PARAIBA;5827;1
PARAIBA;5835;173
PARAIBA;5843;3
PARAIBA;5908;1
PARAIBA;5967;5
PARAIBA;5991;15
PARAIBA;6017;43
PARAIBA;6025;2
PARAIBA;6041;53
PARAIBA;6050;1785
PARAIBA;6068;15
PARAIBA;6076;2
PARAIBA;6122;32
PARAIBA;6181;4
PARAIBA;6483;1
PARAIBA;6491;5
PARAIBA;6530;8
PARAIBA;6548;1
PARAIBA;6564;5
PARAIBA;6599;4
PARAIBA;6637;3
PARAIBA;6645;5
PARAIBA;6661;1
PARAIBA;6688;1
PARAIBA;6700;2
PARAIBA;6726;2
PARAIBA;6750;1
PARAIBA;6769;4
PARAIBA;6785;2
PARAIBA;6823;1
PARAIBA;6831;4
PARAIBA;6858;3
PARAIBA;6912;2
PARAIBA;6947;1
PARAIBA;6980;2
PARAIBA;7030;261
PARAIBA;7048;107
PARAIBA;7056;7
PARAIBA;7064;31
PARAIBA;7072;9
PARAIBA;7099;2
PARAIBA;7102;1
PARAIBA;7218;3
PARAIBA;7234;7
PARAIBA;7242;11
PARAIBA;7285;1
PARAIBA;7340;3
PARAIBA;7366;132
PARAIBA;7374;2
PARAIBA;7455;3005
PARAIBA;7463;521
PARAIBA;7471;39
PARAIBA;7587;39
PARAIBA;7617;15
PARAIBA;7625;112
PARAIBA;7633;385
PARANA;5002;1
PARANA;5010;3
PARANA;5037;1
PARANA;5053;3
PARANA;5169;1
PARANA;5185;115
PARANA;5193;4
PARANA;5207;3
PARANA;5215;1
PARANA;5231;1
PARANA;5380;10
PARANA;5401;1
PARANA;5410;12
PARANA;5428;1
PARANA;5452;47
PARANA;5460;3
PARANA;5479;10
PARANA;5487;6
PARANA;5509;5
PARANA;5525;9
PARANA;5541;58
PARANA;5550;49
PARANA;5568;60
PARANA;5592;2
PARANA;5622;3
PARANA;5665;8
PARANA;5673;23
PARANA;5681;21
PARANA;5703;1
PARANA;5720;3
PARANA;5738;10
PARANA;5746;415
PARANA;5819;5
PARANA;5827;1
PARANA;5835;3
PARANA;5843;1
PARANA;5959;1
PARANA;5975;1
PARANA;5991;3
PARANA;6009;1
PARANA;6017;1
PARANA;6033;1
PARANA;6041;19
PARANA;6050;123
PARANA;6068;20
PARANA;6122;3
PARANA;6130;1
PARANA;6270;2
PARANA;6408;1
PARANA;6530;14
PARANA;6556;1
PARANA;6580;1
PARANA;6599;7
PARANA;6610;2
PARANA;6637;3
PARANA;6645;14
PARANA;6700;2
PARANA;6726;3
PARANA;6750;5
PARANA;6769;8
PARANA;6823;1
PARANA;6831;3
PARANA;6858;1
PARANA;6866;1
PARANA;6912;5
PARANA;6980;1
PARANA;7030;2
PARANA;7056;4
PARANA;7218;1
PARANA;7234;8
PARANA;7242;25
PARANA;7315;1
PARANA;7340;2
PARANA;7366;18
PARANA;7455;831
PARANA;7463;113
PARANA;7471;13
PARANA;7579;3
PARANA;7625;11
PARANA;7633;72
PERNAMBUCO;5010;81
PERNAMBUCO;5037;1
PERNAMBUCO;5045;10
PERNAMBUCO;5053;3
PERNAMBUCO;5061;1
PERNAMBUCO;5169;1
PERNAMBUCO;5185;110
PERNAMBUCO;5193;10
PERNAMBUCO;5207;2
PERNAMBUCO;5215;1
PERNAMBUCO;5231;1
PERNAMBUCO;5380;2
PERNAMBUCO;5398;1
PERNAMBUCO;5401;2
PERNAMBUCO;5410;6
PERNAMBUCO;5428;53
PERNAMBUCO;5444;2
PERNAMBUCO;5452;38
PERNAMBUCO;5460;3
PERNAMBUCO;5479;14
PERNAMBUCO;5487;26
PERNAMBUCO;5509;1
PERNAMBUCO;5525;2
PERNAMBUCO;5541;39
PERNAMBUCO;5550;44
PERNAMBUCO;5568;65
PERNAMBUCO;5622;1
PERNAMBUCO;5665;1
PERNAMBUCO;5673;54
PERNAMBUCO;5681;3
PERNAMBUCO;5720;6
PERNAMBUCO;5738;22
PERNAMBUCO;5746;29
PERNAMBUCO;5797;1
PERNAMBUCO;5819;8
PERNAMBUCO;5835;19
PERNAMBUCO;5843;1
PERNAMBUCO;5878;1
PERNAMBUCO;5940;1
PERNAMBUCO;5967;14
PERNAMBUCO;5991;4
PERNAMBUCO;6017;1
PERNAMBUCO;6025;1
PERNAMBUCO;6033;37
PERNAMBUCO;6041;6
PERNAMBUCO;6050;149
PERNAMBUCO;6068;126
PERNAMBUCO;6122;4
PERNAMBUCO;6270;2
PERNAMBUCO;6530;1
PERNAMBUCO;6564;5
PERNAMBUCO;6580;1
PERNAMBUCO;6599;53
PERNAMBUCO;6602;2
PERNAMBUCO;6610;1
PERNAMBUCO;6637;16
PERNAMBUCO;6645;27
PERNAMBUCO;6688;2
PERNAMBUCO;6700;9
PERNAMBUCO;6726;13
PERNAMBUCO;6750;3
PERNAMBUCO;6769;28
PERNAMBUCO;6823;6
PERNAMBUCO;6831;20
PERNAMBUCO;6858;10
PERNAMBUCO;6866;3
PERNAMBUCO;6912;22
PERNAMBUCO;6939;1
PERNAMBUCO;6947;1
PERNAMBUCO;6980;15
PERNAMBUCO;7030;10
PERNAMBUCO;7048;6
PERNAMBUCO;7064;2
PERNAMBUCO;7102;1
PERNAMBUCO;7218;2
PERNAMBUCO;7234;2
PERNAMBUCO;7242;73
PERNAMBUCO;7277;1
PERNAMBUCO;7340;12
PERNAMBUCO;7366;12
PERNAMBUCO;7455;534
PERNAMBUCO;7463;110
PERNAMBUCO;7471;8
PERNAMBUCO;7579;12
PERNAMBUCO;7587;6
PERNAMBUCO;7625;9
PERNAMBUCO;7633;53
PIAUI;5010;9
PIAUI;5045;1
PIAUI;5053;1
PIAUI;5169;1
PIAUI;5185;31
PIAUI;5207;5
PIAUI;5274;1
PIAUI;5380;3
PIAUI;5410;3
PIAUI;5428;3
PIAUI;5452;15
PIAUI;5479;3
PIAUI;5487;18
PIAUI;5525;1
PIAUI;5541;19
PIAUI;5550;23
PIAUI;5568;14
PIAUI;5592;5
PIAUI;5622;1
PIAUI;5665;2
PIAUI;5673;3
PIAUI;5720;1
PIAUI;5738;8
PIAUI;5746;2
PIAUI;5797;1
PIAUI;5835;2
PIAUI;5843;1
PIAUI;5967;2
PIAUI;5991;1
PIAUI;6033;4
PIAUI;6041;2
PIAUI;6050;23
PIAUI;6068;3
PIAUI;6122;1
PIAUI;6130;1
PIAUI;6270;4
PIAUI;6530;3
PIAUI;6564;1
PIAUI;6580;1
PIAUI;6599;10
PIAUI;6602;1
PIAUI;6610;1
PIAUI;6637;3
PIAUI;6645;3
PIAUI;6653;1
PIAUI;6700;2
PIAUI;6726;1
PIAUI;6750;2
PIAUI;6769;4
PIAUI;6858;1
PIAUI;6912;3
PIAUI;7030;13
PIAUI;7048;12
PIAUI;7072;1
PIAUI;7242;29
PIAUI;7340;3
PIAUI;7366;3
PIAUI;7455;180
PIAUI;7463;19
PIAUI;7471;2
PIAUI;7579;1
PIAUI;7587;32
PIAUI;7625;4
PIAUI;7633;15
RIO DE JANEIRO;5010;3
RIO DE JANEIRO;5061;2
RIO DE JANEIRO;5185;138
RIO DE JANEIRO;5193;4
RIO DE JANEIRO;5207;3
RIO DE JANEIRO;5215;1
RIO DE JANEIRO;5380;4
RIO DE JANEIRO;5401;2
RIO DE JANEIRO;5410;5
RIO DE JANEIRO;5444;3
RIO DE JANEIRO;5452;37
RIO DE JANEIRO;5460;3
RIO DE JANEIRO;5479;15
RIO DE JANEIRO;5487;18
RIO DE JANEIRO;5509;9
RIO DE JANEIRO;5525;8
RIO DE JANEIRO;5541;62
RIO DE JANEIRO;5550;38
RIO DE JANEIRO;5568;29
RIO DE JANEIRO;5592;1
RIO DE JANEIRO;5606;1
RIO DE JANEIRO;5622;2
RIO DE JANEIRO;5665;2
RIO DE JANEIRO;5673;12
RIO DE JANEIRO;5681;13
RIO DE JANEIRO;5703;2
RIO DE JANEIRO;5720;1
RIO DE JANEIRO;5738;7
RIO DE JANEIRO;5746;99
RIO DE JANEIRO;5819;3
RIO DE JANEIRO;5835;6
RIO DE JANEIRO;5843;3
RIO DE JANEIRO;5878;1
RIO DE JANEIRO;5967;6
RIO DE JANEIRO;5991;2
RIO DE JANEIRO;6041;5
RIO DE JANEIRO;6050;59
RIO DE JANEIRO;6068;22
RIO DE JANEIRO;6122;4
RIO DE JANEIRO;6130;2
RIO DE JANEIRO;6173;1
RIO DE JANEIRO;6270;1
RIO DE JANEIRO;6483;1
RIO DE JANEIRO;6530;3
RIO DE JANEIRO;6580;3
RIO DE JANEIRO;6599;2
RIO DE JANEIRO;6637;2
RIO DE JANEIRO;6645;6
RIO DE JANEIRO;6653;1
RIO DE JANEIRO;6700;12
RIO DE JANEIRO;6726;3
RIO DE JANEIRO;6750;2
RIO DE JANEIRO;6769;6
RIO DE JANEIRO;6785;1
RIO DE JANEIRO;6823;2
RIO DE JANEIRO;6831;1
RIO DE JANEIRO;6858;3
RIO DE JANEIRO;6866;2
RIO DE JANEIRO;6912;1
RIO DE JANEIRO;6980;3
RIO DE JANEIRO;7030;2
RIO DE JANEIRO;7218;1
RIO DE JANEIRO;7234;2
RIO DE JANEIRO;7242;30
RIO DE JANEIRO;7293;1
RIO DE JANEIRO;7340;1
RIO DE JANEIRO;7358;1
RIO DE JANEIRO;7366;16
RIO DE JANEIRO;7455;551
RIO DE JANEIRO;7463;77
RIO DE JANEIRO;7471;5
RIO DE JANEIRO;7579;8
RIO DE JANEIRO;7587;2
RIO DE JANEIRO;7625;10
RIO DE JANEIRO;7633;49
RIO GRANDE DO NORTE;5010;2
RIO GRANDE DO NORTE;5045;1
RIO GRANDE DO NORTE;5053;2
RIO GRANDE DO NORTE;5185;76
RIO GRANDE DO NORTE;5207;7
RIO GRANDE DO NORTE;5380;2
RIO GRANDE DO NORTE;5410;6
RIO GRANDE DO NORTE;5428;2
RIO GRANDE DO NORTE;5452;25
RIO GRANDE DO NORTE;5460;2
RIO GRANDE DO NORTE;5479;33
RIO GRANDE DO NORTE;5487;24
RIO GRANDE DO NORTE;5495;3
RIO GRANDE DO NORTE;5509;4
RIO GRANDE DO NORTE;5525;3
RIO GRANDE DO NORTE;5541;60
RIO GRANDE DO NORTE;5550;39
RIO GRANDE DO NORTE;5568;22
RIO GRANDE DO NORTE;5673;34
RIO GRANDE DO NORTE;5681;3
RIO GRANDE DO NORTE;5720;3
RIO GRANDE DO NORTE;5738;7
RIO GRANDE DO NORTE;5746;6
RIO GRANDE DO NORTE;5819;3
RIO GRANDE DO NORTE;5835;3
RIO GRANDE DO NORTE;5851;1
RIO GRANDE DO NORTE;5967;3
RIO GRANDE DO NORTE;5991;8
RIO GRANDE DO NORTE;6025;1
RIO GRANDE DO NORTE;6041;46
RIO GRANDE DO NORTE;6050;102
RIO GRANDE DO NORTE;6068;19
RIO GRANDE DO NORTE;6122;3
RIO GRANDE DO NORTE;6270;1
RIO GRANDE DO NORTE;6530;1
RIO GRANDE DO NORTE;6564;1
RIO GRANDE DO NORTE;6599;5
RIO GRANDE DO NORTE;6602;1
RIO GRANDE DO NORTE;6637;3
RIO GRANDE DO NORTE;6645;13
RIO GRANDE DO NORTE;6726;4
RIO GRANDE DO NORTE;6750;2
RIO GRANDE DO NORTE;6769;4
RIO GRANDE DO NORTE;6815;1
RIO GRANDE DO NORTE;6823;3
RIO GRANDE DO NORTE;6831;1
RIO GRANDE DO NORTE;6858;1
RIO GRANDE DO NORTE;6866;1
RIO GRANDE DO NORTE;6912;1
RIO GRANDE DO NORTE;7030;6
RIO GRANDE DO NORTE;7048;2
RIO GRANDE DO NORTE;7218;2
RIO GRANDE DO NORTE;7242;12
RIO GRANDE DO NORTE;7293;1
RIO GRANDE DO NORTE;7366;12
RIO GRANDE DO NORTE;7455;201
RIO GRANDE DO NORTE;7463;33
RIO GRANDE DO NORTE;7471;3
RIO GRANDE DO NORTE;7579;2
RIO GRANDE DO NORTE;7587;2
RIO GRANDE DO NORTE;7617;2
RIO GRANDE DO NORTE;7625;6
RIO GRANDE DO NORTE;7633;40
RIO GRANDE DO SUL;5010;3
RIO GRANDE DO SUL;5053;1
RIO GRANDE DO SUL;5169;1
RIO GRANDE DO SUL;5185;18
RIO GRANDE DO SUL;5193;2
RIO GRANDE DO SUL;5215;1
RIO GRANDE DO SUL;5380;4
RIO GRANDE DO SUL;5410;12
RIO GRANDE DO SUL;5428;1
RIO GRANDE DO SUL;5444;5
RIO GRANDE DO SUL;5452;17
RIO GRANDE DO SUL;5460;1
RIO GRANDE DO SUL;5479;6
RIO GRANDE DO SUL;5487;2
RIO GRANDE DO SUL;5509;1
RIO GRANDE DO SUL;5541;9
RIO GRANDE DO SUL;5550;24
RIO GRANDE DO SUL;5568;15
RIO GRANDE DO SUL;5592;2
RIO GRANDE DO SUL;5622;1
RIO GRANDE DO SUL;5665;2
RIO GRANDE DO SUL;5673;10
RIO GRANDE DO SUL;5681;9
RIO GRANDE DO SUL;5746;180
RIO GRANDE DO SUL;5835;2
RIO GRANDE DO SUL;5843;2
RIO GRANDE DO SUL;5967;1
RIO GRANDE DO SUL;6041;4
RIO GRANDE DO SUL;6050;52
RIO GRANDE DO SUL;6068;11
RIO GRANDE DO SUL;6122;1
RIO GRANDE DO SUL;6270;2
RIO GRANDE DO SUL;6556;2
RIO GRANDE DO SUL;6599;1
RIO GRANDE DO SUL;6602;1
RIO GRANDE DO SUL;6637;6
RIO GRANDE DO SUL;6645;12
RIO GRANDE DO SUL;6700;1
RIO GRANDE DO SUL;6718;1
RIO GRANDE DO SUL;6726;4
RIO GRANDE DO SUL;6750;2
RIO GRANDE DO SUL;6769;4
RIO GRANDE DO SUL;6823;5
RIO GRANDE DO SUL;6831;4
RIO GRANDE DO SUL;6858;1
RIO GRANDE DO SUL;6912;2
RIO GRANDE DO SUL;7218;2
RIO GRANDE DO SUL;7242;18
RIO GRANDE DO SUL;7315;1
RIO GRANDE DO SUL;7340;2
RIO GRANDE DO SUL;7366;4
RIO GRANDE DO SUL;7455;169
RIO GRANDE DO SUL;7463;20
RIO GRANDE DO SUL;7579;7
RIO GRANDE DO SUL;7625;4
RIO GRANDE DO SUL;7633;21
RONDONIA;5010;2
RONDONIA;5045;1
RONDONIA;5053;1
RONDONIA;5169;1
RONDONIA;5185;11
RONDONIA;5193;1
RONDONIA;5410;5
RONDONIA;5452;6
RONDONIA;5479;1
RONDONIA;5487;1
RONDONIA;5541;3
RONDONIA;5550;6
RONDONIA;5568;4
RONDONIA;5681;5
RONDONIA;5720;3
RONDONIA;5746;6
RONDONIA;5819;3
RONDONIA;5851;2
RONDONIA;5967;1
RONDONIA;6033;1
RONDONIA;6050;12
RONDONIA;6556;2
RONDONIA;6580;1
RONDONIA;6599;4
RONDONIA;6637;2
RONDONIA;6645;2
RONDONIA;6670;1
RONDONIA;6769;1
RONDONIA;7234;1
RONDONIA;7242;3
RONDONIA;7366;1
RONDONIA;7455;40
RONDONIA;7463;9
RONDONIA;7471;3
RONDONIA;7579;1
RONDONIA;7587;1
RONDONIA;7625;1
RONDONIA;7633;7
RORAIMA;5010;228
RORAIMA;5029;3
RORAIMA;5037;5
RORAIMA;5045;34
RORAIMA;5061;2
RORAIMA;5118;20
RORAIMA;5169;44
RORAIMA;5185;1040
RORAIMA;5193;25
RORAIMA;5207;96
RORAIMA;5215;4
RORAIMA;5223;1
RORAIMA;5240;4
RORAIMA;5274;26
RORAIMA;5282;6
RORAIMA;5320;1
RORAIMA;5380;2
RORAIMA;5398;1
RORAIMA;5401;1
RORAIMA;5410;12
RORAIMA;5452;7
RORAIMA;5460;3
RORAIMA;5479;8
RORAIMA;5487;12
RORAIMA;5509;1
RORAIMA;5525;4
RORAIMA;5541;13
RORAIMA;5550;4
RORAIMA;5568;3
RORAIMA;5622;2
RORAIMA;5673;1
RORAIMA;5720;17
RORAIMA;5738;44
RORAIMA;5746;1
RORAIMA;5770;1
RORAIMA;5800;1
RORAIMA;5819;44
RORAIMA;5835;12
RORAIMA;5843;1
RORAIMA;5878;1
RORAIMA;5991;6
RORAIMA;6017;1
RORAIMA;6033;2
RORAIMA;6041;2
RORAIMA;6050;184
RORAIMA;6068;2
RORAIMA;6076;4
RORAIMA;6122;13
RORAIMA;6130;4
RORAIMA;6157;7
RORAIMA;6173;1
RORAIMA;6181;1
RORAIMA;6432;5
RORAIMA;6440;1
RORAIMA;6530;4
RORAIMA;6556;12
RORAIMA;6564;5
RORAIMA;6580;7
RORAIMA;6599;152
RORAIMA;6602;5
RORAIMA;6610;23
RORAIMA;6629;1
RORAIMA;6637;18
RORAIMA;6645;35
RORAIMA;6653;16
RORAIMA;6670;14
RORAIMA;6700;13
RORAIMA;6726;4
RORAIMA;6769;10
RORAIMA;6858;22
RORAIMA;6912;24
RORAIMA;6947;1
RORAIMA;6980;2
RORAIMA;7030;27
RORAIMA;7048;45
RORAIMA;7056;9
RORAIMA;7072;2
RORAIMA;7218;1
RORAIMA;7234;3
RORAIMA;7242;2
RORAIMA;7285;2
RORAIMA;7340;28
RORAIMA;7358;1
RORAIMA;7366;40
RORAIMA;7455;197
RORAIMA;7463;32
RORAIMA;7471;4
RORAIMA;7579;15
RORAIMA;7625;11
RORAIMA;7633;271
SANTA CATARINA;5010;4
SANTA CATARINA;5037;1
SANTA CATARINA;5045;1
SANTA CATARINA;5053;2
SANTA CATARINA;5118;1
SANTA CATARINA;5185;37
SANTA CATARINA;5193;1
SANTA CATARINA;5355;1
SANTA CATARINA;5380;3
SANTA CATARINA;5398;1
SANTA CATARINA;5410;9
SANTA CATARINA;5428;1
SANTA CATARINA;5444;1
SANTA CATARINA;5452;31
SANTA CATARINA;5460;4
SANTA CATARINA;5479;4
SANTA CATARINA;5487;10
SANTA CATARINA;5509;1
SANTA CATARINA;5525;6
SANTA CATARINA;5541;27
SANTA CATARINA;5550;28
SANTA CATARINA;5568;16
SANTA CATARINA;5614;1
SANTA CATARINA;5673;12
SANTA CATARINA;5681;10
SANTA CATARINA;5703;1
SANTA CATARINA;5738;4
SANTA CATARINA;5746;397
SANTA CATARINA;5770;2
SANTA CATARINA;5835;8
SANTA CATARINA;5843;1
SANTA CATARINA;5851;1
SANTA CATARINA;5932;1
SANTA CATARINA;5967;7
SANTA CATARINA;5991;1
SANTA CATARINA;6033;1
SANTA CATARINA;6041;11
SANTA CATARINA;6050;72
SANTA CATARINA;6068;12
SANTA CATARINA;6122;2
SANTA CATARINA;6491;1
SANTA CATARINA;6564;1
SANTA CATARINA;6599;3
SANTA CATARINA;6602;1
SANTA CATARINA;6610;1
SANTA CATARINA;6637;12
SANTA CATARINA;6645;24
SANTA CATARINA;6688;1
SANTA CATARINA;6700;5
SANTA CATARINA;6726;6
SANTA CATARINA;6750;10
SANTA CATARINA;6769;4
SANTA CATARINA;6831;4
SANTA CATARINA;6858;1
SANTA CATARINA;6912;5
SANTA CATARINA;6947;1
SANTA CATARINA;6980;2
SANTA CATARINA;7048;1
SANTA CATARINA;7218;2
SANTA CATARINA;7234;3
SANTA CATARINA;7242;17
SANTA CATARINA;7340;2
SANTA CATARINA;7366;8
SANTA CATARINA;7455;360
SANTA CATARINA;7463;43
SANTA CATARINA;7471;1
SANTA CATARINA;7579;6
SANTA CATARINA;7587;2
SANTA CATARINA;7625;3
SANTA CATARINA;7633;34
SAO PAULO;5002;1555
SAO PAULO;5010;50
SAO PAULO;5029;1
SAO PAULO;5037;1
SAO PAULO;5045;21
SAO PAULO;5053;11
SAO PAULO;5061;2
SAO PAULO;5142;1
SAO PAULO;5169;4
SAO PAULO;5185;8898
SAO PAULO;5193;345
SAO PAULO;5207;1107
SAO PAULO;5215;94
SAO PAULO;5223;1
SAO PAULO;5231;88
SAO PAULO;5240;1
SAO PAULO;5258;57
SAO PAULO;5266;6
SAO PAULO;5274;1
SAO PAULO;5347;1
SAO PAULO;5363;1
SAO PAULO;5371;13
SAO PAULO;5380;623
SAO PAULO;5398;45
SAO PAULO;5401;74
SAO PAULO;5410;140
SAO PAULO;5428;53
SAO PAULO;5436;1
SAO PAULO;5444;14
SAO PAULO;5452;4574
SAO PAULO;5460;399
SAO PAULO;5479;137
SAO PAULO;5487;570
SAO PAULO;5495;5
SAO PAULO;5509;395
SAO PAULO;5517;4
SAO PAULO;5525;989
SAO PAULO;5541;6165
SAO PAULO;5550;4538
SAO PAULO;5568;3234
SAO PAULO;5576;20
SAO PAULO;5584;17
SAO PAULO;5592;98
SAO PAULO;5606;9
SAO PAULO;5614;12
SAO PAULO;5622;340
SAO PAULO;5630;26
SAO PAULO;5649;1
SAO PAULO;5657;16
SAO PAULO;5665;462
SAO PAULO;5673;2065
SAO PAULO;5681;916
SAO PAULO;5690;19
SAO PAULO;5703;22
SAO PAULO;5711;9
SAO PAULO;5720;105
SAO PAULO;5738;1320
SAO PAULO;5746;4079
SAO PAULO;5762;6
SAO PAULO;5770;6
SAO PAULO;5797;16
SAO PAULO;5800;16
SAO PAULO;5819;556
SAO PAULO;5827;44
SAO PAULO;5835;171
SAO PAULO;5843;287
SAO PAULO;5851;26
SAO PAULO;5878;50
SAO PAULO;5894;1
SAO PAULO;5908;7
SAO PAULO;5916;2
SAO PAULO;5924;5
SAO PAULO;5932;3
SAO PAULO;5940;11
SAO PAULO;5959;32
SAO PAULO;5967;187
SAO PAULO;5975;2
SAO PAULO;5991;194
SAO PAULO;6009;1
SAO PAULO;6017;97
SAO PAULO;6025;7
SAO PAULO;6033;9
SAO PAULO;6041;3019
SAO PAULO;6050;11267
SAO PAULO;6068;293
SAO PAULO;6076;17
SAO PAULO;6084;56
SAO PAULO;6122;251
SAO PAULO;6130;9
SAO PAULO;6149;3
SAO PAULO;6157;7
SAO PAULO;6165;1
SAO PAULO;6173;4
SAO PAULO;6181;15
SAO PAULO;6190;12
SAO PAULO;6203;2
SAO PAULO;6270;20
SAO PAULO;6297;1
SAO PAULO;6327;1
SAO PAULO;6378;1
SAO PAULO;6394;5
SAO PAULO;6408;2
SAO PAULO;6440;3
SAO PAULO;6459;3
SAO PAULO;6483;6
SAO PAULO;6491;20
SAO PAULO;6521;1
SAO PAULO;6530;915
SAO PAULO;6548;1
SAO PAULO;6556;5
SAO PAULO;6564;62
SAO PAULO;6580;3
SAO PAULO;6599;90
SAO PAULO;6602;14
SAO PAULO;6610;2
SAO PAULO;6637;26
